1.737975312228612346e-01 2.381341113030757128e-01 -1.000000000000000000e+00
9.909708841807129964e-01 2.889670005148108345e-01 1.000000000000000000e+00
3.404923473379436460e-01 7.796849240323148189e-01 1.000000000000000000e+00
1.631103471480137568e-01 5.070851372831685078e-01 -1.000000000000000000e+00
2.003696271908476101e-01 5.468629476936232026e-01 -1.000000000000000000e+00
5.951752963306033983e-01 5.929178818401537043e-02 -1.000000000000000000e+00
1.258588368308064531e-01 3.836370132571061964e-01 -1.000000000000000000e+00
5.042283082947970341e-01 5.489807195110901761e-01 1.000000000000000000e+00
1.477425347683939405e-01 3.624209565665927890e-01 -1.000000000000000000e+00
6.788970976897653609e-01 7.007215900374872408e-01 1.000000000000000000e+00
9.839538774428351342e-01 9.172072912312604354e-01 1.000000000000000000e+00
9.903540852313353904e-01 2.599800770107055792e-01 1.000000000000000000e+00
8.191488465284370024e-01 9.454196162142616267e-01 1.000000000000000000e+00
2.297170789788502976e-01 7.022025251371544208e-01 -1.000000000000000000e+00
3.412257774617150075e-01 1.723703339486406527e-01 -1.000000000000000000e+00
1.835654225222101976e-01 8.631417040517593842e-01 1.000000000000000000e+00
2.337528088408920013e-01 9.489498296383931386e-01 1.000000000000000000e+00
5.026110655434625762e-01 9.557254812737303595e-02 -1.000000000000000000e+00
2.068324426197707400e-01 8.165823305842035973e-01 1.000000000000000000e+00
1.072565217372069002e-01 5.484786799197022278e-01 -1.000000000000000000e+00
7.658021884596449835e-01 8.833453426502644312e-01 1.000000000000000000e+00
6.279372730328783847e-01 2.007613518127552288e-01 -1.000000000000000000e+00
5.914361457567585134e-02 1.641998755001897736e-01 -1.000000000000000000e+00
8.181313186512397806e-01 7.759716891802664884e-01 1.000000000000000000e+00
1.422232932536737771e-03 9.390158451076960899e-01 -1.000000000000000000e+00
7.529423600448393872e-01 9.932996930441471140e-01 1.000000000000000000e+00
6.354796121906258755e-02 8.043568726167182881e-02 -1.000000000000000000e+00
1.861447190943160690e-01 2.362139508029255097e-01 -1.000000000000000000e+00
2.596440100349068913e-01 9.539285713768905772e-01 1.000000000000000000e+00
5.953954335179059143e-01 4.482256662739790842e-01 1.000000000000000000e+00
5.065619044857799791e-01 1.528733603572385302e-02 -1.000000000000000000e+00
7.579327118211188763e-01 5.235474151728590764e-01 1.000000000000000000e+00
5.632860717217869073e-02 9.309214837153473310e-01 -1.000000000000000000e+00
4.353079764253839912e-01 2.478744792074785153e-01 -1.000000000000000000e+00
5.712259165391830873e-01 3.820563736031915569e-01 -1.000000000000000000e+00
1.540044367681321358e-01 7.883498708464437010e-01 -1.000000000000000000e+00
2.851183464427639036e-01 2.383820924316950585e-01 -1.000000000000000000e+00
2.355750009419546043e-01 1.660164312651901675e-01 -1.000000000000000000e+00
3.292945866058640814e-01 5.718243282028190322e-03 -1.000000000000000000e+00
3.472777179691930449e-01 8.213341443534636355e-01 1.000000000000000000e+00
7.271145834939057861e-01 3.686894964022028320e-01 1.000000000000000000e+00
9.523538307800540892e-01 9.474766527365904301e-01 1.000000000000000000e+00
6.695684654966297389e-01 3.762665247408791824e-01 1.000000000000000000e+00
7.969814627897172654e-01 2.920654272182470201e-01 1.000000000000000000e+00
8.432109772286318083e-01 2.546230327087239953e-02 -1.000000000000000000e+00
